"subject" "activity" "signal" "variable" "average"
5 "standing" "tBodyGyro" "mean" -0.0194730569425532
5 "standing" "tBodyGyro" "std" -0.365883345468085
5 "standing" "tBodyGyroJerk" "mean" -0.0736481202216312
5 "standing" "tBodyGyroJerk" "std" -0.320105150461702
5 "standing" "tGravityAcc" "mean" 0.305856437248632
5 "standing" "tGravityAcc" "std" -0.930015697446809
5 "laying" "fBodyAcc" "mean" -0.256191106857738
5 "laying" "fBodyAcc" "std" -0.245991543144643
5 "laying" "fBodyAccJerk" "mean" -0.372168992056786
5 "laying" "fBodyAccJerk" "std" -0.336447225207738
5 "laying" "fBodyGyro" "mean" -0.366582499690476
5 "laying" "fBodyGyro" "std" -0.484147748630952
5 "laying" "tBodyAcc" "mean" 0.0509385126791488
5 "laying" "tBodyAcc" "std" -0.224790522558929
5 "laying" "tBodyAccJerk" "mean" 0.0227842297230357
5 "laying" "tBodyAccJerk" "std" -0.335608695352381
5 "laying" "tBodyGyro" "mean" -0.0121206550127381
5 "laying" "tBodyGyro" "std" -0.438066714285714
5 "laying" "tBodyGyroJerk" "mean" -0.0606882494130952
5 "laying" "tBodyGyroJerk" "std" -0.362267357006548
5 "laying" "tGravityAcc" "mean" 0.291553636933929
5 "laying" "tGravityAcc" "std" -0.968504886726191
6 "walking" "fBodyAcc" "mean" -0.946471311818182
6 "walking" "fBodyAcc" "std" -0.944632238787879
6 "walking" "fBodyAccJerk" "mean" -0.957436028909091
6 "walking" "fBodyAccJerk" "std" -0.960001788181818
6 "walking" "fBodyGyro" "mean" -0.93943122969697
6 "walking" "fBodyGyro" "std" -0.951878438242424
6 "walking" "tBodyAcc" "mean" 0.0506865324054545
6 "walking" "tBodyAcc" "std" -0.943214720606061
6 "walking" "tBodyAccJerk" "mean" 0.0272373326137576
6 "walking" "tBodyAccJerk" "std" -0.957882038363636
6 "walking" "tBodyGyro" "mean" -0.0139059859733333
6 "walking" "tBodyGyro" "std" -0.947059692484848
6 "walking" "tBodyGyroJerk" "mean" -0.0578728178455758
6 "walking" "tBodyGyroJerk" "std" -0.954761067454545
6 "walking" "tGravityAcc" "mean" 0.357159255654061
6 "walking" "tGravityAcc" "std" -0.968408065454545
6 "walking_upstairs" "fBodyAcc" "mean" -0.933621985964912
6 "walking_upstairs" "fBodyAcc" "std" -0.92872630327076
6 "walking_upstairs" "fBodyAccJerk" "mean" -0.952513900584795
6 "walking_upstairs" "fBodyAccJerk" "std" -0.955968051052632
6 "walking_upstairs" "fBodyGyro" "mean" -0.936615975614035
6 "walking_upstairs" "fBodyGyro" "std" -0.951555616959064
6 "walking_upstairs" "tBodyAcc" "mean" 0.0350946775719298
6 "walking_upstairs" "tBodyAcc" "std" -0.927970116263158
6 "walking_upstairs" "tBodyAccJerk" "mean" 0.0328303586681871
6 "walking_upstairs" "tBodyAccJerk" "std" -0.953220534795322
6 "walking_upstairs" "tBodyGyro" "mean" 0.0213077468385965
6 "walking_upstairs" "tBodyGyro" "std" -0.946051684385965
6 "walking_upstairs" "tBodyGyroJerk" "mean" -0.0751517293389474
6 "walking_upstairs" "tBodyGyroJerk" "std" -0.952606499824561
6 "walking_upstairs" "tGravityAcc" "mean" 0.21858388148655
6 "walking_upstairs" "tGravityAcc" "std" -0.925013001754386
6 "walking_downstairs" "fBodyAcc" "mean" -0.95010025871345
6 "walking_downstairs" "fBodyAcc" "std" -0.942527903099415
6 "walking_downstairs" "fBodyAccJerk" "mean" -0.962876507251462
6 "walking_downstairs" "fBodyAccJerk" "std" -0.96527099128655
6 "walking_downstairs" "fBodyGyro" "mean" -0.939375044210526
6 "walking_downstairs" "fBodyGyro" "std" -0.949937423976608
6 "walking_downstairs" "tBodyAcc" "mean" 0.0500165946438597
6 "walking_downstairs" "tBodyAcc" "std" -0.942981241111111
6 "walking_downstairs" "tBodyAccJerk" "mean" 0.025657225978655
6 "walking_downstairs" "tBodyAccJerk" "std" -0.963347384853801
6 "walking_downstairs" "tBodyGyro" "mean" -0.00349826745672515
6 "walking_downstairs" "tBodyGyro" "std" -0.945943346959064
6 "walking_downstairs" "tBodyGyroJerk" "mean" -0.0656061945426901
6 "walking_downstairs" "tBodyGyroJerk" "std" -0.957201311345029
6 "walking_downstairs" "tGravityAcc" "mean" 0.242935771692982
6 "walking_downstairs" "tGravityAcc" "std" -0.965609076783626
6 "sitting" "fBodyAcc" "mean" -0.153506654190196
6 "sitting" "fBodyAcc" "std" -0.0759613233353595
6 "sitting" "fBodyAccJerk" "mean" -0.305706326724837
6 "sitting" "fBodyAccJerk" "std" -0.258490057421569
6 "sitting" "fBodyGyro" "mean" -0.163710999602614
6 "sitting" "fBodyGyro" "std" -0.337954928196078
6 "sitting" "tBodyAcc" "mean" 0.0396347926022222
6 "sitting" "tBodyAcc" "std" -0.07145947214
6 "sitting" "tBodyAccJerk" "mean" 0.0244806728006536
6 "sitting" "tBodyAccJerk" "std" -0.260843769668562
6 "sitting" "tBodyGyro" "mean" -0.0207384929561438
6 "sitting" "tBodyGyro" "std" -0.273891268976471
6 "sitting" "tBodyGyroJerk" "mean" -0.056217663177451
6 "sitting" "tBodyGyroJerk" "std" -0.281357401853856
6 "sitting" "tGravityAcc" "mean" 0.184812912101961
6 "sitting" "tGravityAcc" "std" -0.926165486797386
6 "standing" "fBodyAcc" "mean" 0.130159029649306
6 "standing" "fBodyAcc" "std" 0.0935344312638889
6 "standing" "fBodyAccJerk" "mean" -0.00310958717013889
6 "standing" "fBodyAccJerk" "std" 0.0136122851395278
6 "standing" "fBodyGyro" "mean" 0.0286297962923611
6 "standing" "fBodyGyro" "std" -0.265954384515972
6 "standing" "tBodyAcc" "mean" 0.0500996872914583
6 "standing" "tBodyAcc" "std" 0.141214122013264
6 "standing" "tBodyAccJerk" "mean" 0.0347444985356944
6 "standing" "tBodyAccJerk" "std" 0.0349992593722222
6 "standing" "tBodyGyro" "mean" -0.0144202350367361
6 "standing" "tBodyGyro" "std" -0.160537738751389
6 "standing" "tBodyGyroJerk" "mean" -0.0465590266125
6 "standing" "tBodyGyroJerk" "std" 0.0130122965222222
6 "standing" "tGravityAcc" "mean" 0.237135101262083
6 "standing" "tGravityAcc" "std" -0.940787545069444
6 "laying" "fBodyAcc" "mean" -0.181890955178363
6 "laying" "fBodyAcc" "std" -0.26466755652848
6 "laying" "fBodyAccJerk" "mean" -0.255918588708772
6 "laying" "fBodyAccJerk" "std" -0.256624660176023
6 "laying" "fBodyGyro" "mean" -0.261534866246784
6 "laying" "fBodyGyro" "std" -0.453180598245614
6 "laying" "tBodyAcc" "mean" 0.0521534277615789
6 "laying" "tBodyAcc" "std" -0.212216346521637
6 "laying" "tBodyAccJerk" "mean" 0.0153620346959064
6 "laying" "tBodyAccJerk" "std" -0.233491086563743
6 "laying" "tBodyGyro" "mean" -0.00535832843918129
6 "laying" "tBodyGyro" "std" -0.386954185087719
6 "laying" "tBodyGyroJerk" "mean" -0.0593599115385965
6 "laying" "tBodyGyroJerk" "std" -0.255225200639181
6 "laying" "tGravityAcc" "mean" 0.258853828497076
6 "laying" "tGravityAcc" "std" -0.966411163450292
7 "walking" "fBodyAcc" "mean" -0.936287699513889
7 "walking" "fBodyAcc" "std" -0.907197404930556
7 "walking" "fBodyAccJerk" "mean" -0.973321453888889
7 "walking" "fBodyAccJerk" "std" -0.976846839652778
7 "walking" "fBodyGyro" "mean" -0.949243251666667
7 "walking" "fBodyGyro" "std" -0.940265720208333
7 "walking" "tBodyAcc" "mean" 0.0491996879543056
7 "walking" "tBodyAcc" "std" -0.9128853381875
7 "walking" "tBodyAccJerk" "mean" 0.03157957848
7 "walking" "tBodyAccJerk" "std" -0.974624415763889
7 "walking" "tBodyGyro" "mean" -0.0191007570376389
7 "walking" "tBodyGyro" "std" -0.941005499444444
7 "walking" "tBodyGyroJerk" "mean" -0.0596388926416667
7 "walking" "tBodyGyroJerk" "std" -0.978782797222222
7 "walking" "tGravityAcc" "mean" 0.346733305290278
7 "walking" "tGravityAcc" "std" -0.923707077777778
7 "walking_upstairs" "fBodyAcc" "mean" -0.951409948012821
7 "walking_upstairs" "fBodyAcc" "std" -0.935806376410256
7 "walking_upstairs" "fBodyAccJerk" "mean" -0.974149891153846
7 "walking_upstairs" "fBodyAccJerk" "std" -0.978173105192308
7 "walking_upstairs" "fBodyGyro" "mean" -0.956053355448718
7 "walking_upstairs" "fBodyGyro" "std" -0.953650846858974
7 "walking_upstairs" "tBodyAcc" "mean" 0.042791501924359
7 "walking_upstairs" "tBodyAcc" "std" -0.938584881538462
7 "walking_upstairs" "tBodyAccJerk" "mean" 0.036262476116859
7 "walking_upstairs" "tBodyAccJerk" "std" -0.975684660192308
7 "walking_upstairs" "tBodyGyro" "mean" 0.00649597186019231
7 "walking_upstairs" "tBodyGyro" "std" -0.953497882820513
7 "walking_upstairs" "tBodyGyroJerk" "mean" -0.0696747218429487
7 "walking_upstairs" "tBodyGyroJerk" "std" -0.979730946025641
7 "walking_upstairs" "tGravityAcc" "mean" 0.266055950320513
7 "walking_upstairs" "tGravityAcc" "std" -0.943891267916667
7 "walking_downstairs" "fBodyAcc" "mean" -0.952372045974843
7 "walking_downstairs" "fBodyAcc" "std" -0.93733963427673
7 "walking_downstairs" "fBodyAccJerk" "mean" -0.970572607421384
7 "walking_downstairs" "fBodyAccJerk" "std" -0.973371027924528
7 "walking_downstairs" "fBodyGyro" "mean" -0.950945121761006
7 "walking_downstairs" "fBodyGyro" "std" -0.949349850125786
7 "walking_downstairs" "tBodyAcc" "mean" 0.0561238916698113
7 "walking_downstairs" "tBodyAcc" "std" -0.939924220251572
7 "walking_downstairs" "tBodyAccJerk" "mean" 0.0237654951400629
7 "walking_downstairs" "tBodyAccJerk" "std" -0.971424735849057
7 "walking_downstairs" "tBodyGyro" "mean" -0.00716245517918239
7 "walking_downstairs" "tBodyGyro" "std" -0.948841803836478
7 "walking_downstairs" "tBodyGyroJerk" "mean" -0.0619909096509434
7 "walking_downstairs" "tBodyGyroJerk" "std" -0.973662648616352
7 "walking_downstairs" "tGravityAcc" "mean" 0.263154755622642
7 "walking_downstairs" "tGravityAcc" "std" -0.964413839119497
7 "sitting" "fBodyAcc" "mean" -0.345083656993464
7 "sitting" "fBodyAcc" "std" -0.2486026362
7 "sitting" "fBodyAccJerk" "mean" -0.52449602627451
7 "sitting" "fBodyAccJerk" "std" -0.531028312352941
7 "sitting" "fBodyGyro" "mean" -0.453319958627451
7 "sitting" "fBodyGyro" "std" -0.447221488941176
7 "sitting" "tBodyAcc" "mean" 0.0257911112379085
7 "sitting" "tBodyAcc" "std" -0.255566007546405
7 "sitting" "tBodyAccJerk" "mean" 0.0238593623686275
7 "sitting" "tBodyAccJerk" "std" -0.514286382614379
7 "sitting" "tBodyGyro" "mean" -0.000677552083202615
7 "sitting" "tBodyGyro" "std" -0.428610036352941
7 "sitting" "tBodyGyroJerk" "mean" -0.0687792483372549
7 "sitting" "tBodyGyroJerk" "std" -0.656746858169935
7 "sitting" "tGravityAcc" "mean" 0.0580653020915033
7 "sitting" "tGravityAcc" "std" -0.918091072810458
7 "standing" "fBodyAcc" "mean" -0.0800585673404255
7 "standing" "fBodyAcc" "std" -0.0724325180141844
7 "standing" "fBodyAccJerk" "mean" -0.214418027234752
7 "standing" "fBodyAccJerk" "std" -0.242138651744681
7 "standing" "fBodyGyro" "mean" -0.284448270205674
7 "standing" "fBodyGyro" "std" -0.426522923609929
7 "standing" "tBodyAcc" "mean" 0.0555785113716312
7 "standing" "tBodyAcc" "std" -0.045245919137234
7 "standing" "tBodyAccJerk" "mean" 0.0205824905652482
7 "standing" "tBodyAccJerk" "std" -0.204961346684043
7 "standing" "tBodyGyro" "mean" -0.0127441015084397
7 "standing" "tBodyGyro" "std" -0.367140549198582
7 "standing" "tBodyGyroJerk" "mean" -0.0589549043659574
7 "standing" "tBodyGyroJerk" "std" -0.411817198353191
7 "standing" "tGravityAcc" "mean" 0.215272140385816
7 "standing" "tGravityAcc" "std" -0.948770375177305
7 "laying" "fBodyAcc" "mean" -0.122873866942865
7 "laying" "fBodyAcc" "std" -0.110813301081345
7 "laying" "fBodyAccJerk" "mean" -0.204466352665205
7 "laying" "fBodyAccJerk" "std" -0.199752692078363
7 "laying" "fBodyGyro" "mean" -0.279031803332749
7 "laying" "fBodyGyro" "std" -0.439248217976608
7 "laying" "tBodyAcc" "mean" 0.0486756871538012
7 "laying" "tBodyAcc" "std" -0.0816246045152047
7 "laying" "tBodyAccJerk" "mean" 0.029179560694152
7 "laying" "tBodyAccJerk" "std" -0.183419878454269
7 "laying" "tBodyGyro" "mean" -0.00577085339847953
7 "laying" "tBodyGyro" "std" -0.376808452578947
7 "laying" "tBodyGyroJerk" "mean" -0.0726673706851228
7 "laying" "tBodyGyroJerk" "std" -0.281368892990058
7 "laying" "tGravityAcc" "mean" 0.204207514855561
7 "laying" "tGravityAcc" "std" -0.967138399005848
8 "walking" "fBodyAcc" "mean" -0.961599634637681
8 "walking" "fBodyAcc" "std" -0.945325515507246
8 "walking" "fBodyAccJerk" "mean" -0.982731228768116
8 "walking" "fBodyAccJerk" "std" -0.985379247826087
8 "walking" "fBodyGyro" "mean" -0.97352962557971
8 "walking" "fBodyGyro" "std" -0.972298662898551
8 "walking" "tBodyAcc" "mean" 0.0521016391971015
8 "walking" "tBodyAcc" "std" -0.948637059876812
8 "walking" "tBodyAccJerk" "mean" 0.0204717736782029
8 "walking" "tBodyAccJerk" "std" -0.983753055652174
8 "walking" "tBodyGyro" "mean" -0.0262145804637681
8 "walking" "tBodyGyro" "std" -0.971882766014493
8 "walking" "tBodyGyroJerk" "mean" -0.0590518753768116
8 "walking" "tBodyGyroJerk" "std" -0.989127443188406
8 "walking" "tGravityAcc" "mean" 0.445481393543478
8 "walking" "tGravityAcc" "std" -0.946565200021739
8 "walking_upstairs" "fBodyAcc" "mean" -0.949874913888889
8 "walking_upstairs" "fBodyAcc" "std" -0.934169517604938
8 "walking_upstairs" "fBodyAccJerk" "mean" -0.970366390061728
8 "walking_upstairs" "fBodyAccJerk" "std" -0.97461000537037
8 "walking_upstairs" "fBodyGyro" "mean" -0.96092542845679
8 "walking_upstairs" "fBodyGyro" "std" -0.962944932716049
8 "walking_upstairs" "tBodyAcc" "mean" 0.0459269146360494
8 "walking_upstairs" "tBodyAcc" "std" -0.936807943259259
8 "walking_upstairs" "tBodyAccJerk" "mean" 0.0314135756795062
8 "walking_upstairs" "tBodyAccJerk" "std" -0.971953856296296
8 "walking_upstairs" "tBodyGyro" "mean" 0.0181348351932099
8 "walking_upstairs" "tBodyGyro" "std" -0.961611052654321
8 "walking_upstairs" "tBodyGyroJerk" "mean" -0.0716102810932099
8 "walking_upstairs" "tBodyGyroJerk" "std" -0.977237244320988
8 "walking_upstairs" "tGravityAcc" "mean" 0.301274645987654
8 "walking_upstairs" "tGravityAcc" "std" -0.939566497395062
8 "walking_downstairs" "fBodyAcc" "mean" -0.962877299259259
8 "walking_downstairs" "fBodyAcc" "std" -0.948386812098765
8 "walking_downstairs" "fBodyAccJerk" "mean" -0.981561368950617
8 "walking_downstairs" "fBodyAccJerk" "std" -0.984487187098765
8 "walking_downstairs" "fBodyGyro" "mean" -0.97259506654321
8 "walking_downstairs" "fBodyGyro" "std" -0.97274431654321
8 "walking_downstairs" "tBodyAcc" "mean" 0.0528982275197531
8 "walking_downstairs" "tBodyAcc" "std" -0.951120034135802
8 "walking_downstairs" "tBodyAccJerk" "mean" 0.0289149848232099
8 "walking_downstairs" "tBodyAccJerk" "std" -0.982750639938272
8 "walking_downstairs" "tBodyGyro" "mean" 0.00456998193271605
8 "walking_downstairs" "tBodyGyro" "std" -0.972176582592593
8 "walking_downstairs" "tBodyGyroJerk" "mean" -0.0647083223308642
8 "walking_downstairs" "tBodyGyroJerk" "std" -0.985450917222222
8 "walking_downstairs" "tGravityAcc" "mean" 0.256423456602716
8 "walking_downstairs" "tGravityAcc" "std" -0.954962748333333
8 "sitting" "fBodyAcc" "mean" 0.00802354679268293
8 "sitting" "fBodyAcc" "std" 0.087960887802439
8 "sitting" "fBodyAccJerk" "mean" -0.204242770629268
8 "sitting" "fBodyAccJerk" "std" -0.27522236040813
8 "sitting" "fBodyGyro" "mean" -0.062482906397561
8 "sitting" "fBodyGyro" "std" -0.064877651203252
8 "sitting" "tBodyAcc" "mean" 0.0385055061544715
8 "sitting" "tBodyAcc" "std" 0.0994146124422764
8 "sitting" "tBodyAccJerk" "mean" 0.0093479603700813
8 "sitting" "tBodyAccJerk" "std" -0.215495728286179
8 "sitting" "tBodyGyro" "mean" -0.0279851609056911
8 "sitting" "tBodyGyro" "std" -0.0321999919747967
8 "sitting" "tBodyGyroJerk" "mean" -0.0789247631634146
8 "sitting" "tBodyGyroJerk" "std" -0.420037674715447
8 "sitting" "tGravityAcc" "mean" 0.125573422147154
8 "sitting" "tGravityAcc" "std" -0.911291428943089
8 "standing" "fBodyAcc" "mean" 0.228197578719298
8 "standing" "fBodyAcc" "std" 0.075876412018421
8 "standing" "fBodyAccJerk" "mean" 0.164696926576316
8 "standing" "fBodyAccJerk" "std" 0.120645118385088
8 "standing" "fBodyGyro" "mean" 0.00436674676903509
8 "standing" "fBodyGyro" "std" -0.205708047042982
8 "standing" "tBodyAcc" "mean" 0.0515933621061404
8 "standing" "tBodyAcc" "std" 0.167227553326316
8 "standing" "tBodyAccJerk" "mean" 0.0138276959859649
8 "standing" "tBodyAccJerk" "std" 0.174923605470175
8 "standing" "tBodyGyro" "mean" -0.0190405960518421
8 "standing" "tBodyGyro" "std" -0.12122766915614
8 "standing" "tBodyGyroJerk" "mean" -0.0584052159861404
8 "standing" "tBodyGyroJerk" "std" -0.175981663971053
8 "standing" "tGravityAcc" "mean" 0.194865106678772
8 "standing" "tGravityAcc" "std" -0.928179169561404
8 "laying" "fBodyAcc" "mean" -0.0563470711111111
8 "laying" "fBodyAcc" "std" 0.00600691014027778
8 "laying" "fBodyAccJerk" "mean" -0.197692895294444
8 "laying" "fBodyAccJerk" "std" -0.120015719416667
8 "laying" "fBodyGyro" "mean" -0.164898315206944
8 "laying" "fBodyGyro" "std" -0.189343987402778
8 "laying" "tBodyAcc" "mean" 0.049590444211875
8 "laying" "tBodyAcc" "std" 0.0216959282979167
8 "laying" "tBodyAccJerk" "mean" 0.021208691686875
8 "laying" "tBodyAccJerk" "std" -0.135967226611111
8 "laying" "tBodyGyro" "mean" -0.00710572539
8 "laying" "tBodyGyro" "std" -0.162217260059028
8 "laying" "tBodyGyroJerk" "mean" -0.0732143061493056
8 "laying" "tBodyGyroJerk" "std" -0.354195140770833
8 "laying" "tGravityAcc" "mean" 0.170072105457104
8 "laying" "tGravityAcc" "std" -0.962724553541667
9 "walking" "fBodyAcc" "mean" -0.9210993856
9 "walking" "fBodyAcc" "std" -0.880839633761333
9 "walking" "fBodyAccJerk" "mean" -0.960376868466667
9 "walking" "fBodyAccJerk" "std" -0.963374910666667
9 "walking" "fBodyGyro" "mean" -0.943440185933333
9 "walking" "fBodyGyro" "std" -0.935535618533333
9 "walking" "tBodyAcc" "mean" 0.0486438325666667
9 "walking" "tBodyAcc" "std" -0.888123689693333
9 "walking" "tBodyAccJerk" "mean" 0.0260492436616667
9 "walking" "tBodyAccJerk" "std" -0.961067612933333
9 "walking" "tBodyGyro" "mean" -0.0009880221024
9 "walking" "tBodyGyro" "std" -0.9361283698
9 "walking" "tBodyGyroJerk" "mean" -0.064191914022
9 "walking" "tBodyGyroJerk" "std" -0.968399561266667
9 "walking" "tGravityAcc" "mean" 0.320053928950067
9 "walking" "tGravityAcc" "std" -0.929195496206667
9 "walking_upstairs" "fBodyAcc" "mean" -0.942383697666667
9 "walking_upstairs" "fBodyAcc" "std" -0.9319296472
9 "walking_upstairs" "fBodyAccJerk" "mean" -0.961432028733333
9 "walking_upstairs" "fBodyAccJerk" "std" -0.964983385933333
9 "walking_upstairs" "fBodyGyro" "mean" -0.941564196533333
9 "walking_upstairs" "fBodyGyro" "std" -0.945069133
9 "walking_upstairs" "tBodyAcc" "mean" 0.0437063312326667
9 "walking_upstairs" "tBodyAcc" "std" -0.9331110506
9 "walking_upstairs" "tBodyAccJerk" "mean" 0.0308605008332
9 "walking_upstairs" "tBodyAccJerk" "std" -0.962433201666667
9 "walking_upstairs" "tBodyGyro" "mean" -0.0237533150986667
9 "walking_upstairs" "tBodyGyro" "std" -0.943486803866667
9 "walking_upstairs" "tBodyGyroJerk" "mean" -0.0627826614226667
9 "walking_upstairs" "tBodyGyroJerk" "std" -0.9615251458
9 "walking_upstairs" "tGravityAcc" "mean" 0.0861553368666667
9 "walking_upstairs" "tGravityAcc" "std" -0.954340080333333
9 "walking_downstairs" "fBodyAcc" "mean" -0.952732999333333
9 "walking_downstairs" "fBodyAcc" "std" -0.943422032518519
9 "walking_downstairs" "fBodyAccJerk" "mean" -0.967022422666667
9 "walking_downstairs" "fBodyAccJerk" "std" -0.970700717185185
9 "walking_downstairs" "fBodyGyro" "mean" -0.93766635837037
9 "walking_downstairs" "fBodyGyro" "std" -0.937210655037037
9 "walking_downstairs" "tBodyAcc" "mean" 0.0556632712659259
9 "walking_downstairs" "tBodyAcc" "std" -0.944557605851852
9 "walking_downstairs" "tBodyAccJerk" "mean" 0.0281241331534074
9 "walking_downstairs" "tBodyAccJerk" "std" -0.968135665481481
9 "walking_downstairs" "tBodyGyro" "mean" 0.00308254619340741
9 "walking_downstairs" "tBodyGyro" "std" -0.935975663259259
9 "walking_downstairs" "tBodyGyroJerk" "mean" -0.0651306581940741
9 "walking_downstairs" "tBodyGyroJerk" "std" -0.964622901851852
9 "walking_downstairs" "tGravityAcc" "mean" 0.320029126034593
9 "walking_downstairs" "tGravityAcc" "std" -0.96464077437037
9 "sitting" "fBodyAcc" "mean" -0.377489724741497
9 "sitting" "fBodyAcc" "std" -0.303846216134694
9 "sitting" "fBodyAccJerk" "mean" -0.541889684353742
9 "sitting" "fBodyAccJerk" "std" -0.531788662993197
9 "sitting" "fBodyGyro" "mean" -0.380266501789116
9 "sitting" "fBodyGyro" "std" -0.293071340978231
9 "sitting" "tBodyAcc" "mean" 0.0392357872525102
9 "sitting" "tBodyAcc" "std" -0.305694888303401
9 "sitting" "tBodyAccJerk" "mean" 0.026051070927619
9 "sitting" "tBodyAccJerk" "std" -0.522911552993197
9 "sitting" "tBodyGyro" "mean" -0.0198437850111565
9 "sitting" "tBodyGyro" "std" -0.294337393250884
9 "sitting" "tBodyGyroJerk" "mean" -0.0407938318982313
9 "sitting" "tBodyGyroJerk" "std" -0.675379503401361
9 "sitting" "tGravityAcc" "mean" 0.199614376156463
9 "sitting" "tGravityAcc" "std" -0.916590652517007
9 "standing" "fBodyAcc" "mean" -0.0612325906296032
9 "standing" "fBodyAcc" "std" -0.0193407063293651
9 "standing" "fBodyAccJerk" "mean" -0.223952088548413
9 "standing" "fBodyAccJerk" "std" -0.257325662130159
9 "standing" "fBodyGyro" "mean" -0.296080557692063
9 "standing" "fBodyGyro" "std" -0.381467603793651
9 "standing" "tBodyAcc" "mean" 0.0614987128990714
9 "standing" "tBodyAcc" "std" -0.000877911771428571
9 "standing" "tBodyAccJerk" "mean" 0.0373773785873016
9 "standing" "tBodyAccJerk" "std" -0.217110831021429
9 "standing" "tBodyGyro" "mean" -0.0153645949103175
9 "standing" "tBodyGyro" "std" -0.338959860429048
9 "standing" "tBodyGyroJerk" "mean" -0.0740533652626984
9 "standing" "tBodyGyroJerk" "std" -0.458503772063492
9 "standing" "tGravityAcc" "mean" 0.273637044626746
9 "standing" "tGravityAcc" "std" -0.921696358968254
9 "laying" "fBodyAcc" "mean" -0.267731679865385
9 "laying" "fBodyAcc" "std" -0.158596353892179
9 "laying" "fBodyAccJerk" "mean" -0.360504413846154
9 "laying" "fBodyAccJerk" "std" -0.272571058833269
9 "laying" "fBodyGyro" "mean" -0.353601497891026
9 "laying" "fBodyGyro" "std" -0.446920690769231
9 "laying" "tBodyAcc" "mean" 0.04986437755975
9 "laying" "tBodyAcc" "std" -0.166004723474103
9 "laying" "tBodyAccJerk" "mean" 0.0319363151505769
9 "laying" "tBodyAccJerk" "std" -0.297809415987179
9 "laying" "tBodyGyro" "mean" -0.0105887170102564
9 "laying" "tBodyGyro" "std" -0.402967065320513
9 "laying" "tBodyGyroJerk" "mean" -0.0599631380697436
9 "laying" "tBodyGyroJerk" "std" -0.511355677051282
9 "laying" "tGravityAcc" "mean" 0.268192261553974
9 "laying" "tGravityAcc" "std" -0.969246130769231
10 "walking" "fBodyAcc" "mean" -0.966679332962963
10 "walking" "fBodyAcc" "std" -0.953733844462963
10 "walking" "fBodyAccJerk" "mean" -0.985461545925926
10 "walking" "fBodyAccJerk" "std" -0.98690245617284
10 "walking" "fBodyGyro" "mean" -0.979350682839506
10 "walking" "fBodyGyro" "std" -0.978570189074074
10 "walking" "tBodyAcc" "mean" 0.0504387119443827
10 "walking" "tBodyAcc" "std" -0.956236112518518
10 "walking" "tBodyAccJerk" "mean" 0.027173446942963
10 "walking" "tBodyAccJerk" "std" -0.985986335864197
10 "walking" "tBodyGyro" "mean" -0.0122155635432099
10 "walking" "tBodyGyro" "std" -0.977897454691358
10 "walking" "tBodyGyroJerk" "mean" -0.0610727827479012
10 "walking" "tBodyGyroJerk" "std" -0.991723655061728
10 "walking" "tGravityAcc" "mean" 0.317720332006173
10 "walking" "tGravityAcc" "std" -0.958572293703704
10 "walking_upstairs" "fBodyAcc" "mean" -0.962608967643678
10 "walking_upstairs" "fBodyAcc" "std" -0.958003618229885
10 "walking_upstairs" "fBodyAccJerk" "mean" -0.97321535183908
10 "walking_upstairs" "fBodyAccJerk" "std" -0.975202465172414
10 "walking_upstairs" "fBodyGyro" "mean" -0.959406574597701
10 "walking_upstairs" "fBodyGyro" "std" -0.964432286666667
10 "walking_upstairs" "tBodyAcc" "mean" 0.0462558158793103
10 "walking_upstairs" "tBodyAcc" "std" -0.958069824482759
10 "walking_upstairs" "tBodyAccJerk" "mean" 0.0322269858159195
10 "walking_upstairs" "tBodyAccJerk" "std" -0.97373164091954
10 "walking_upstairs" "tBodyGyro" "mean" 0.0027106584854023
10 "walking_upstairs" "tBodyGyro" "std" -0.962438001609195
10 "walking_upstairs" "tBodyGyroJerk" "mean" -0.0660875125770115
10 "walking_upstairs" "tBodyGyroJerk" "std" -0.972156973735632
10 "walking_upstairs" "tGravityAcc" "mean" -0.20782968091954
10 "walking_upstairs" "tGravityAcc" "std" -0.961426246787356
10 "walking_downstairs" "fBodyAcc" "mean" -0.94958364780303
10 "walking_downstairs" "fBodyAcc" "std" -0.94763613530303
10 "walking_downstairs" "fBodyAccJerk" "mean" -0.959331479621212
10 "walking_downstairs" "fBodyAccJerk" "std" -0.964296086212121
10 "walking_downstairs" "fBodyGyro" "mean" -0.945081814924242
10 "walking_downstairs" "fBodyGyro" "std" -0.949858352651515
10 "walking_downstairs" "tBodyAcc" "mean" 0.0510481188030303
10 "walking_downstairs" "tBodyAcc" "std" -0.946412255227273
10 "walking_downstairs" "tBodyAccJerk" "mean" 0.0293402639218182
10 "walking_downstairs" "tBodyAccJerk" "std" -0.960690251287879
10 "walking_downstairs" "tBodyGyro" "mean" -0.00420530683833333
10 "walking_downstairs" "tBodyGyro" "std" -0.94747910719697
10 "walking_downstairs" "tBodyGyroJerk" "mean" -0.0667764626530303
10 "walking_downstairs" "tBodyGyroJerk" "std" -0.965287865227273
10 "walking_downstairs" "tGravityAcc" "mean" 0.315182341150758
10 "walking_downstairs" "tGravityAcc" "std" -0.975416622272727
10 "sitting" "fBodyAcc" "mean" -0.159895340307801
10 "sitting" "fBodyAcc" "std" -0.0859401808256738
10 "sitting" "fBodyAccJerk" "mean" -0.320439276203546
10 "sitting" "fBodyAccJerk" "std" -0.371096195091773
